sample core_label_1 sampleCollection type_distance distKb
DBS5 tetracycline pubAMD mediam_leastDistance 6.107
DBS5 unclassified pubAMD mediam_leastDistance 8.1835
DC1 aminoglycoside pubAMD mediam_leastDistance 15.693
DC1 bacitracin pubAMD mediam_leastDistance 44.0115
DC1 beta-lactam pubAMD mediam_leastDistance 18.525
DC1 glycopeptide pubAMD mediam_leastDistance 22.93
DC1 MLS pubAMD mediam_leastDistance 6.4715
DC1 multidrug pubAMD mediam_leastDistance 10.637
DC1 mupirocin pubAMD mediam_leastDistance 56.9005
DC1 other pubAMD mediam_leastDistance 18.5285
DC1 phenicol pubAMD mediam_leastDistance 14.0415
DC1 sulfonamide pubAMD mediam_leastDistance 4.998
DC1 tetracycline pubAMD mediam_leastDistance 16.999
DC1 unclassified pubAMD mediam_leastDistance 11.229
FJ_tailings aminoglycoside Tailing mediam_leastDistance 7.659
FJ_tailings bacitracin Tailing mediam_leastDistance 3.083
FJ_tailings beta-lactam Tailing mediam_leastDistance 21.901
FJ_tailings glycopeptide Tailing mediam_leastDistance 0.735
FJ_tailings MLS Tailing mediam_leastDistance 5.425
FJ_tailings multidrug Tailing mediam_leastDistance 7.2695
FJ_tailings other Tailing mediam_leastDistance 9.478
FJ_tailings phenicol Tailing mediam_leastDistance 53.144
FJ_tailings sulfonamide Tailing mediam_leastDistance 2.19
FJ_tailings tetracycline Tailing mediam_leastDistance 12.859
FJ_tailings unclassified Tailing mediam_leastDistance 14.123
FK.HZS aminoglycoside pubAMD mediam_leastDistance 31.4205
FK.HZS bacitracin pubAMD mediam_leastDistance 38.874
FK.HZS beta-lactam pubAMD mediam_leastDistance 11.904
FK.HZS glycopeptide pubAMD mediam_leastDistance 31.749
FK.HZS MLS pubAMD mediam_leastDistance 26.1425
FK.HZS multidrug pubAMD mediam_leastDistance 7.366
FK.HZS other pubAMD mediam_leastDistance 41.6985
FK.HZS phenicol pubAMD mediam_leastDistance 4.641
FK.HZS sulfonamide pubAMD mediam_leastDistance 40.64
FK.HZS tetracycline pubAMD mediam_leastDistance 12.426
FK.sed2 multidrug pubAMD mediam_leastDistance 1.973
FK.sed2 other pubAMD mediam_leastDistance 35.201
FK.sed2 phenicol pubAMD mediam_leastDistance 16.704
FK.sed3 bacitracin pubAMD mediam_leastDistance 29.7715
FK.sed3 beta-lactam pubAMD mediam_leastDistance 29.182
FK.sed3 other pubAMD mediam_leastDistance 32.037
FK.sed3 phenicol pubAMD mediam_leastDistance 4.641
FK.sed4 multidrug pubAMD mediam_leastDistance 1.2355
FK.sed4 other pubAMD mediam_leastDistance 32.037
FK.sed4 phenicol pubAMD mediam_leastDistance 4.641
FK.sed5 bacitracin pubAMD mediam_leastDistance 11.081
FK.sed5 MLS pubAMD mediam_leastDistance 10.546
FK.water aminoglycoside pubAMD mediam_leastDistance 28.922
FK.water bacitracin pubAMD mediam_leastDistance 16.1255
FK.water beta-lactam pubAMD mediam_leastDistance 25.188
FK.water glycopeptide pubAMD mediam_leastDistance 80.824
FK.water MLS pubAMD mediam_leastDistance 55.62
FK.water multidrug pubAMD mediam_leastDistance 8.1715
FK.water other pubAMD mediam_leastDistance 14.476
FK.water phenicol pubAMD mediam_leastDistance 51.337
FK.water sulfonamide pubAMD mediam_leastDistance 10.783
FK.water tetracycline pubAMD mediam_leastDistance 4.303
FK.water unclassified pubAMD mediam_leastDistance 53.115
FK1 aminoglycoside pubAMD mediam_leastDistance 28.4585
FK1 bacitracin pubAMD mediam_leastDistance 61.718
FK1 beta-lactam pubAMD mediam_leastDistance 36.175
FK1 glycopeptide pubAMD mediam_leastDistance 67.124
FK1 MLS pubAMD mediam_leastDistance 35.952
FK1 multidrug pubAMD mediam_leastDistance 51.647
FK1 mupirocin pubAMD mediam_leastDistance 62.515
FK1 other pubAMD mediam_leastDistance 11.6965
FK1 phenicol pubAMD mediam_leastDistance 4.457
FK1 sulfonamide pubAMD mediam_leastDistance 10.713
FK1 tetracycline pubAMD mediam_leastDistance 5.5025
FK1 unclassified pubAMD mediam_leastDistance 29.2255
FX_tailings aminoglycoside Tailing mediam_leastDistance 25.319
FX_tailings bacitracin Tailing mediam_leastDistance 4.256
FX_tailings beta-lactam Tailing mediam_leastDistance 10.93
FX_tailings glycopeptide Tailing mediam_leastDistance 7.188
FX_tailings MLS Tailing mediam_leastDistance 11.435
FX_tailings multidrug Tailing mediam_leastDistance 10.1515
FX_tailings other Tailing mediam_leastDistance 4.273
FX_tailings phenicol Tailing mediam_leastDistance 6.224
FX_tailings sulfonamide Tailing mediam_leastDistance 3.187
FX_tailings tetracycline Tailing mediam_leastDistance 12.859
FX_tailings unclassified Tailing mediam_leastDistance 19.3285
GD_tailings aminoglycoside Tailing mediam_leastDistance 15.918
GD_tailings bacitracin Tailing mediam_leastDistance 5.543
GD_tailings beta-lactam Tailing mediam_leastDistance 22.804
GD_tailings glycopeptide Tailing mediam_leastDistance 9.626
GD_tailings MLS Tailing mediam_leastDistance 18.506
GD_tailings multidrug Tailing mediam_leastDistance 15.435
GD_tailings mupirocin Tailing mediam_leastDistance 32.978
GD_tailings other Tailing mediam_leastDistance 11.235
GD_tailings phenicol Tailing mediam_leastDistance 15.707
GD_tailings sulfonamide Tailing mediam_leastDistance 9.3045
GD_tailings tetracycline Tailing mediam_leastDistance 12.861
GD_tailings unclassified Tailing mediam_leastDistance 18.506
GS_tailings aminoglycoside Tailing mediam_leastDistance 20.6325
GS_tailings bacitracin Tailing mediam_leastDistance 6.5395
GS_tailings beta-lactam Tailing mediam_leastDistance 12.312
GS_tailings glycopeptide Tailing mediam_leastDistance 2.706
GS_tailings MLS Tailing mediam_leastDistance 11.917
GS_tailings multidrug Tailing mediam_leastDistance 8.3135
GS_tailings other Tailing mediam_leastDistance 4.406
GS_tailings phenicol Tailing mediam_leastDistance 2.532
GS_tailings sulfonamide Tailing mediam_leastDistance 3.1505
GS_tailings tetracycline Tailing mediam_leastDistance 5.6645
GS_tailings unclassified Tailing mediam_leastDistance 9.279
GX_tailings aminoglycoside Tailing mediam_leastDistance 14.755
GX_tailings bacitracin Tailing mediam_leastDistance 7.6735
GX_tailings beta-lactam Tailing mediam_leastDistance 15.612
GX_tailings glycopeptide Tailing mediam_leastDistance 12.084
GX_tailings MLS Tailing mediam_leastDistance 18.1955
GX_tailings multidrug Tailing mediam_leastDistance 14.8935
GX_tailings mupirocin Tailing mediam_leastDistance 27.5195
GX_tailings other Tailing mediam_leastDistance 13.401
GX_tailings phenicol Tailing mediam_leastDistance 12.016
GX_tailings sulfonamide Tailing mediam_leastDistance 11.586
GX_tailings tetracycline Tailing mediam_leastDistance 15.576
GX_tailings unclassified Tailing mediam_leastDistance 14.563
GZ_tailings aminoglycoside Tailing mediam_leastDistance 17.723
GZ_tailings bacitracin Tailing mediam_leastDistance 9.211
GZ_tailings beta-lactam Tailing mediam_leastDistance 13.431
GZ_tailings glycopeptide Tailing mediam_leastDistance 4.678
GZ_tailings MLS Tailing mediam_leastDistance 20.062
GZ_tailings multidrug Tailing mediam_leastDistance 15.96
GZ_tailings mupirocin Tailing mediam_leastDistance 77.569
GZ_tailings other Tailing mediam_leastDistance 15.035
GZ_tailings phenicol Tailing mediam_leastDistance 17.057
GZ_tailings sulfonamide Tailing mediam_leastDistance 3.144
GZ_tailings tetracycline Tailing mediam_leastDistance 11.114
GZ_tailings unclassified Tailing mediam_leastDistance 11.469
HeB_tailings aminoglycoside Tailing mediam_leastDistance 19.225
HeB_tailings bacitracin Tailing mediam_leastDistance 6.2525
HeB_tailings beta-lactam Tailing mediam_leastDistance 10.93
HeB_tailings glycopeptide Tailing mediam_leastDistance 16.963
HeB_tailings MLS Tailing mediam_leastDistance 11.735
HeB_tailings multidrug Tailing mediam_leastDistance 8.5195
HeB_tailings other Tailing mediam_leastDistance 9.164
HeB_tailings phenicol Tailing mediam_leastDistance 9.009
HeB_tailings sulfonamide Tailing mediam_leastDistance 9.127
HeB_tailings tetracycline Tailing mediam_leastDistance 15.449
HeB_tailings unclassified Tailing mediam_leastDistance 16.33
HLJ_tailings aminoglycoside Tailing mediam_leastDistance 15.793
HLJ_tailings bacitracin Tailing mediam_leastDistance 5.9365
HLJ_tailings beta-lactam Tailing mediam_leastDistance 17.715
HLJ_tailings glycopeptide Tailing mediam_leastDistance 18.173
HLJ_tailings MLS Tailing mediam_leastDistance 20.2635
HLJ_tailings multidrug Tailing mediam_leastDistance 17.9505
HLJ_tailings mupirocin Tailing mediam_leastDistance 57.876
HLJ_tailings other Tailing mediam_leastDistance 7.4025
HLJ_tailings phenicol Tailing mediam_leastDistance 5.913
HLJ_tailings sulfonamide Tailing mediam_leastDistance 11.731
HLJ_tailings tetracycline Tailing mediam_leastDistance 13.591
HLJ_tailings unclassified Tailing mediam_leastDistance 21.5375
HuB_tailings beta-lactam Tailing mediam_leastDistance 16.552
HuB_tailings glycopeptide Tailing mediam_leastDistance 0.6335
HuB_tailings MLS Tailing mediam_leastDistance 11.727
HuB_tailings multidrug Tailing mediam_leastDistance 2.618
HuB_tailings other Tailing mediam_leastDistance 1.594
HuB_tailings phenicol Tailing mediam_leastDistance 2.397
HuB_tailings sulfonamide Tailing mediam_leastDistance 1.837
HuB_tailings tetracycline Tailing mediam_leastDistance 18.303
HuN_tailings aminoglycoside Tailing mediam_leastDistance 19.292
HuN_tailings bacitracin Tailing mediam_leastDistance 6.815
HuN_tailings beta-lactam Tailing mediam_leastDistance 18.564
HuN_tailings glycopeptide Tailing mediam_leastDistance 7.599
HuN_tailings MLS Tailing mediam_leastDistance 13.9525
HuN_tailings multidrug Tailing mediam_leastDistance 11.559
HuN_tailings mupirocin Tailing mediam_leastDistance 28.759
HuN_tailings other Tailing mediam_leastDistance 8.418
HuN_tailings phenicol Tailing mediam_leastDistance 13.4
HuN_tailings sulfonamide Tailing mediam_leastDistance 6.5805
HuN_tailings tetracycline Tailing mediam_leastDistance 12.552
HuN_tailings unclassified Tailing mediam_leastDistance 12.021
I1 beta-lactam pubAMD mediam_leastDistance 3.167
I1 multidrug pubAMD mediam_leastDistance 1.231
I1 sulfonamide pubAMD mediam_leastDistance 1.534
I2 aminoglycoside pubAMD mediam_leastDistance 14.011
I2 beta-lactam pubAMD mediam_leastDistance 5.2995
I2 MLS pubAMD mediam_leastDistance 12.786
I2 multidrug pubAMD mediam_leastDistance 8.977
I2 phenicol pubAMD mediam_leastDistance 28.506
I2 sulfonamide pubAMD mediam_leastDistance 3.856
JS_tailings aminoglycoside Tailing mediam_leastDistance 19.89
JS_tailings bacitracin Tailing mediam_leastDistance 4.798
JS_tailings beta-lactam Tailing mediam_leastDistance 30.275
JS_tailings glycopeptide Tailing mediam_leastDistance 9.527
JS_tailings MLS Tailing mediam_leastDistance 5.0915
JS_tailings multidrug Tailing mediam_leastDistance 10.872
JS_tailings mupirocin Tailing mediam_leastDistance 43.541
JS_tailings other Tailing mediam_leastDistance 6.135
JS_tailings phenicol Tailing mediam_leastDistance 5.128
JS_tailings sulfonamide Tailing mediam_leastDistance 2.8095
JS_tailings tetracycline Tailing mediam_leastDistance 12.5055
JS_tailings unclassified Tailing mediam_leastDistance 10.5645
JX_tailings aminoglycoside Tailing mediam_leastDistance 13.86
JX_tailings bacitracin Tailing mediam_leastDistance 6.561
JX_tailings beta-lactam Tailing mediam_leastDistance 17.717
JX_tailings glycopeptide Tailing mediam_leastDistance 7.185
JX_tailings MLS Tailing mediam_leastDistance 10.212
JX_tailings multidrug Tailing mediam_leastDistance 9.5915
JX_tailings mupirocin Tailing mediam_leastDistance 37.6935
JX_tailings other Tailing mediam_leastDistance 9.656
JX_tailings phenicol Tailing mediam_leastDistance 7.883
JX_tailings sulfonamide Tailing mediam_leastDistance 4.643
JX_tailings tetracycline Tailing mediam_leastDistance 12.02
JX_tailings unclassified Tailing mediam_leastDistance 15.605
LD180201-0001 aminoglycoside AMDSedi mediam_leastDistance 17.732
LD180201-0001 bacitracin AMDSedi mediam_leastDistance 18.561
LD180201-0001 beta-lactam AMDSedi mediam_leastDistance 28.142
LD180201-0001 glycopeptide AMDSedi mediam_leastDistance 30.573
LD180201-0001 MLS AMDSedi mediam_leastDistance 2.325
LD180201-0001 multidrug AMDSedi mediam_leastDistance 12.7955
LD180201-0001 mupirocin AMDSedi mediam_leastDistance 5.502
LD180201-0001 other AMDSedi mediam_leastDistance 11.957
LD180201-0001 phenicol AMDSedi mediam_leastDistance 2.5675
LD180201-0001 sulfonamide AMDSedi mediam_leastDistance 6.7555
LD180201-0001 tetracycline AMDSedi mediam_leastDistance 3.217
LD180201-0001 unclassified AMDSedi mediam_leastDistance 37.1495
LD180201-0003 aminoglycoside AMDSedi mediam_leastDistance 28.468
LD180201-0003 bacitracin AMDSedi mediam_leastDistance 26.56
LD180201-0003 beta-lactam AMDSedi mediam_leastDistance 22.3215
LD180201-0003 glycopeptide AMDSedi mediam_leastDistance 66.6045
LD180201-0003 MLS AMDSedi mediam_leastDistance 24.881
LD180201-0003 multidrug AMDSedi mediam_leastDistance 54.201
LD180201-0003 other AMDSedi mediam_leastDistance 53.393
LD180201-0003 phenicol AMDSedi mediam_leastDistance 6.4805
LD180201-0003 sulfonamide AMDSedi mediam_leastDistance 11.207
LD180201-0003 tetracycline AMDSedi mediam_leastDistance 2.961
LD180201-0003 unclassified AMDSedi mediam_leastDistance 37.712
LD180201-0005 aminoglycoside AMDSedi mediam_leastDistance 29.0955
LD180201-0005 bacitracin AMDSedi mediam_leastDistance 13.114
LD180201-0005 beta-lactam AMDSedi mediam_leastDistance 28.198
LD180201-0005 glycopeptide AMDSedi mediam_leastDistance 37.6985
LD180201-0005 MLS AMDSedi mediam_leastDistance 37.2345
LD180201-0005 multidrug AMDSedi mediam_leastDistance 32.093
LD180201-0005 other AMDSedi mediam_leastDistance 12.221
LD180201-0005 phenicol AMDSedi mediam_leastDistance 2.5675
LD180201-0005 sulfonamide AMDSedi mediam_leastDistance 8.304
LD180201-0005 tetracycline AMDSedi mediam_leastDistance 4.303
LD180201-0005 unclassified AMDSedi mediam_leastDistance 24.391
LD180201-0006 aminoglycoside AMDSedi mediam_leastDistance 8.585
LD180201-0006 bacitracin AMDSedi mediam_leastDistance 24.793
LD180201-0006 beta-lactam AMDSedi mediam_leastDistance 41.187
LD180201-0006 glycopeptide AMDSedi mediam_leastDistance 42.911
LD180201-0006 MLS AMDSedi mediam_leastDistance 33.522
LD180201-0006 multidrug AMDSedi mediam_leastDistance 26.1585
LD180201-0006 mupirocin AMDSedi mediam_leastDistance 5.5035
LD180201-0006 other AMDSedi mediam_leastDistance 23.7695
LD180201-0006 phenicol AMDSedi mediam_leastDistance 21.518
LD180201-0006 sulfonamide AMDSedi mediam_leastDistance 11.386
LD180201-0006 tetracycline AMDSedi mediam_leastDistance 23.761
LD180201-0006 unclassified AMDSedi mediam_leastDistance 27.004
LD180201-0007 aminoglycoside AMDSedi mediam_leastDistance 20.1015
LD180201-0007 bacitracin AMDSedi mediam_leastDistance 15.3335
LD180201-0007 beta-lactam AMDSedi mediam_leastDistance 18.878
LD180201-0007 glycopeptide AMDSedi mediam_leastDistance 27.742
LD180201-0007 MLS AMDSedi mediam_leastDistance 27.386
LD180201-0007 multidrug AMDSedi mediam_leastDistance 26.587
LD180201-0007 mupirocin AMDSedi mediam_leastDistance 10.846
LD180201-0007 other AMDSedi mediam_leastDistance 16.6405
LD180201-0007 phenicol AMDSedi mediam_leastDistance 16.751
LD180201-0007 sulfonamide AMDSedi mediam_leastDistance 18.789
LD180201-0007 tetracycline AMDSedi mediam_leastDistance 29.298
LD180201-0007 unclassified AMDSedi mediam_leastDistance 45.808
LD180201-0008 aminoglycoside AMDSedi mediam_leastDistance 7.859
LD180201-0008 bacitracin AMDSedi mediam_leastDistance 25.96
LD180201-0008 beta-lactam AMDSedi mediam_leastDistance 41.187
LD180201-0008 glycopeptide AMDSedi mediam_leastDistance 39.392
LD180201-0008 MLS AMDSedi mediam_leastDistance 27.9215
LD180201-0008 multidrug AMDSedi mediam_leastDistance 31.896
LD180201-0008 mupirocin AMDSedi mediam_leastDistance 10.8785
LD180201-0008 other AMDSedi mediam_leastDistance 20.287
LD180201-0008 phenicol AMDSedi mediam_leastDistance 16.353
LD180201-0008 sulfonamide AMDSedi mediam_leastDistance 12.276
LD180201-0008 tetracycline AMDSedi mediam_leastDistance 18.393
LD180201-0008 unclassified AMDSedi mediam_leastDistance 27.69
LD180201-0009 aminoglycoside AMDSedi mediam_leastDistance 41.193
LD180201-0009 bacitracin AMDSedi mediam_leastDistance 19.6465
LD180201-0009 beta-lactam AMDSedi mediam_leastDistance 33.2345
LD180201-0009 glycopeptide AMDSedi mediam_leastDistance 36.041
LD180201-0009 MLS AMDSedi mediam_leastDistance 56.711
LD180201-0009 multidrug AMDSedi mediam_leastDistance 32.452
LD180201-0009 mupirocin AMDSedi mediam_leastDistance 8.96
LD180201-0009 other AMDSedi mediam_leastDistance 23.731
LD180201-0009 phenicol AMDSedi mediam_leastDistance 12.996
LD180201-0009 sulfonamide AMDSedi mediam_leastDistance 75.5255
LD180201-0009 tetracycline AMDSedi mediam_leastDistance 22.946
LD180201-0009 unclassified AMDSedi mediam_leastDistance 23.754
LD180201-0010 aminoglycoside AMDSedi mediam_leastDistance 38.7735
LD180201-0010 bacitracin AMDSedi mediam_leastDistance 13.114
LD180201-0010 beta-lactam AMDSedi mediam_leastDistance 36.383
LD180201-0010 glycopeptide AMDSedi mediam_leastDistance 51.22
LD180201-0010 MLS AMDSedi mediam_leastDistance 37.786
LD180201-0010 multidrug AMDSedi mediam_leastDistance 36.564
LD180201-0010 other AMDSedi mediam_leastDistance 42.652
LD180201-0010 phenicol AMDSedi mediam_leastDistance 58.3495
LD180201-0010 sulfonamide AMDSedi mediam_leastDistance 12.495
LD180201-0010 tetracycline AMDSedi mediam_leastDistance 73.196
LD180201-0010 unclassified AMDSedi mediam_leastDistance 65.304
LD180201-0011 aminoglycoside AMDSedi mediam_leastDistance 17.5905
LD180201-0011 bacitracin AMDSedi mediam_leastDistance 21.5535
LD180201-0011 beta-lactam AMDSedi mediam_leastDistance 43.761
LD180201-0011 glycopeptide AMDSedi mediam_leastDistance 33.061
LD180201-0011 MLS AMDSedi mediam_leastDistance 22.551
LD180201-0011 multidrug AMDSedi mediam_leastDistance 21.764
LD180201-0011 other AMDSedi mediam_leastDistance 25.3915
LD180201-0011 phenicol AMDSedi mediam_leastDistance 14.685
LD180201-0011 sulfonamide AMDSedi mediam_leastDistance 9.3805
LD180201-0011 tetracycline AMDSedi mediam_leastDistance 20.191
LD180201-0011 unclassified AMDSedi mediam_leastDistance 12.17
LD180201-0012 aminoglycoside AMDSedi mediam_leastDistance 15.747
LD180201-0012 bacitracin AMDSedi mediam_leastDistance 17.114
LD180201-0012 beta-lactam AMDSedi mediam_leastDistance 35.609
LD180201-0012 glycopeptide AMDSedi mediam_leastDistance 21.288
LD180201-0012 MLS AMDSedi mediam_leastDistance 10.2685
LD180201-0012 multidrug AMDSedi mediam_leastDistance 22.7065
LD180201-0012 mupirocin AMDSedi mediam_leastDistance 39.2845
LD180201-0012 other AMDSedi mediam_leastDistance 29.195
LD180201-0012 phenicol AMDSedi mediam_leastDistance 21.15
LD180201-0012 sulfonamide AMDSedi mediam_leastDistance 10.331
LD180201-0012 tetracycline AMDSedi mediam_leastDistance 18.788
LD180201-0012 unclassified AMDSedi mediam_leastDistance 30.276
LD180201-0013 aminoglycoside AMDSedi mediam_leastDistance 17.897
LD180201-0013 bacitracin AMDSedi mediam_leastDistance 35.583
LD180201-0013 beta-lactam AMDSedi mediam_leastDistance 42.9735
LD180201-0013 glycopeptide AMDSedi mediam_leastDistance 26.4765
LD180201-0013 MLS AMDSedi mediam_leastDistance 13.882
LD180201-0013 multidrug AMDSedi mediam_leastDistance 22.976
LD180201-0013 mupirocin AMDSedi mediam_leastDistance 1.746
LD180201-0013 other AMDSedi mediam_leastDistance 27.362
LD180201-0013 phenicol AMDSedi mediam_leastDistance 41.271
LD180201-0013 sulfonamide AMDSedi mediam_leastDistance 10.8865
LD180201-0013 tetracycline AMDSedi mediam_leastDistance 7.4735
LD180201-0013 unclassified AMDSedi mediam_leastDistance 9.9435
LD180201-0014 aminoglycoside AMDSedi mediam_leastDistance 36.811
LD180201-0014 bacitracin AMDSedi mediam_leastDistance 26.7695
LD180201-0014 beta-lactam AMDSedi mediam_leastDistance 28.604
LD180201-0014 glycopeptide AMDSedi mediam_leastDistance 14.093
LD180201-0014 multidrug AMDSedi mediam_leastDistance 15.166
LD180201-0014 other AMDSedi mediam_leastDistance 11.342
LD180201-0014 phenicol AMDSedi mediam_leastDistance 9.251
LD180201-0014 sulfonamide AMDSedi mediam_leastDistance 7.371
LD180201-0014 tetracycline AMDSedi mediam_leastDistance 10.718
LD180201-0014 unclassified AMDSedi mediam_leastDistance 23.393
LD180201-0015 aminoglycoside AMDSedi mediam_leastDistance 17.116
LD180201-0015 bacitracin AMDSedi mediam_leastDistance 33.932
LD180201-0015 beta-lactam AMDSedi mediam_leastDistance 34.98
LD180201-0015 glycopeptide AMDSedi mediam_leastDistance 34.413
LD180201-0015 MLS AMDSedi mediam_leastDistance 2.883
LD180201-0015 multidrug AMDSedi mediam_leastDistance 23.175
LD180201-0015 mupirocin AMDSedi mediam_leastDistance 38.0475
LD180201-0015 other AMDSedi mediam_leastDistance 13.066
LD180201-0015 phenicol AMDSedi mediam_leastDistance 15.2995
LD180201-0015 sulfonamide AMDSedi mediam_leastDistance 9.808
LD180201-0015 tetracycline AMDSedi mediam_leastDistance 21.131
LD180201-0015 unclassified AMDSedi mediam_leastDistance 3.762
LD180201-0016 aminoglycoside AMDSedi mediam_leastDistance 32.712
LD180201-0016 bacitracin AMDSedi mediam_leastDistance 44.719
LD180201-0016 beta-lactam AMDSedi mediam_leastDistance 45.925
LD180201-0016 glycopeptide AMDSedi mediam_leastDistance 34.187
LD180201-0016 MLS AMDSedi mediam_leastDistance 28.036
LD180201-0016 multidrug AMDSedi mediam_leastDistance 16.507
LD180201-0016 mupirocin AMDSedi mediam_leastDistance 126.577
LD180201-0016 other AMDSedi mediam_leastDistance 13.881
LD180201-0016 phenicol AMDSedi mediam_leastDistance 13.72
LD180201-0016 sulfonamide AMDSedi mediam_leastDistance 4.3915
LD180201-0016 tetracycline AMDSedi mediam_leastDistance 13.99
LD180201-0016 unclassified AMDSedi mediam_leastDistance 14.57
LD180201-0017 aminoglycoside AMDSedi mediam_leastDistance 18.709
LD180201-0017 bacitracin AMDSedi mediam_leastDistance 16.124
LD180201-0017 beta-lactam AMDSedi mediam_leastDistance 32.601
LD180201-0017 glycopeptide AMDSedi mediam_leastDistance 30.402
LD180201-0017 MLS AMDSedi mediam_leastDistance 12.797
LD180201-0017 multidrug AMDSedi mediam_leastDistance 12.511
LD180201-0017 mupirocin AMDSedi mediam_leastDistance 38.225
LD180201-0017 other AMDSedi mediam_leastDistance 13.4255
LD180201-0017 phenicol AMDSedi mediam_leastDistance 14.393
LD180201-0017 sulfonamide AMDSedi mediam_leastDistance 2.559
LD180201-0017 tetracycline AMDSedi mediam_leastDistance 13.252
LD180201-0017 unclassified AMDSedi mediam_leastDistance 19.4595
LD180201-0018 aminoglycoside AMDSedi mediam_leastDistance 18.515
LD180201-0018 bacitracin AMDSedi mediam_leastDistance 31.434
LD180201-0018 beta-lactam AMDSedi mediam_leastDistance 41.5305
LD180201-0018 glycopeptide AMDSedi mediam_leastDistance 35.599
LD180201-0018 MLS AMDSedi mediam_leastDistance 16.489
LD180201-0018 multidrug AMDSedi mediam_leastDistance 16.7725
LD180201-0018 mupirocin AMDSedi mediam_leastDistance 29.962
LD180201-0018 other AMDSedi mediam_leastDistance 18.315
LD180201-0018 phenicol AMDSedi mediam_leastDistance 25.513
LD180201-0018 sulfonamide AMDSedi mediam_leastDistance 3.649
LD180201-0018 tetracycline AMDSedi mediam_leastDistance 23.077
